date,year,week,rainfall_time_idx,rainfall_effect_mean,rainfall_effect_sd,rainfall_effect_q025,rainfall_effect_q975,rainfall_relative_risk,rainfall_relative_risk_q025,rainfall_relative_risk_q975
2020-06-08,2020,24,165,0.387523336892559,0.178451790304365,0.0377578278960037,0.737288845889113,1.47332733609957,1.03847971160729,2.09026080628826
2020-06-15,2020,25,166,0.354258498889485,0.168314116850618,0.0243628298622742,0.684154167916695,1.42512353171975,1.02466202843536,1.98209460709951
2020-06-22,2020,26,167,0.308971038329674,0.172288786416487,-0.028714983046641,0.646657059705988,1.36202292347331,0.971693374087844,1.90914798179851
2020-06-29,2020,27,168,0.271036829504023,0.166172996603281,-0.0546622438384086,0.596735902846454,1.31132336488439,0.946804883137285,1.81618092377582
2020-07-06,2020,28,169,0.316544748455727,0.15757696047767,0.00769390591949426,0.62539559099196,1.37237765264283,1.00772358006819,1.86898516490602
2020-07-13,2020,29,170,0.368067491388153,0.152082689602989,0.0699854197662955,0.66614956301001,1.44493955665952,1.07249254394828,1.9467271210233
2020-07-20,2020,30,171,0.40267856426825,0.144382883166324,0.119688113262254,0.685669015274245,1.49582600245457,1.12714525509651,1.98509945324449
2020-07-27,2020,31,172,0.507868598679582,0.14395311203931,0.225720499082534,0.79001669827663,1.66174557101014,1.25322533869021,2.20343321948618
2020-08-03,2020,32,173,0.698205952795907,0.151734768909858,0.400805805732585,0.995606099859229,2.0101431788564,1.49302730300272,2.7063641712221
2020-08-10,2020,33,174,0.78475933928923,0.1535549819387,0.483791574689378,1.08572710388908,2.19187937800492,1.62221350006179,2.96159242142926
2020-08-17,2020,34,175,0.736241540665753,0.150818867244703,0.440636560866135,1.03184652046537,2.08807281117699,1.55369592581601,2.80624283833831
2020-08-24,2020,35,176,0.630450028650219,0.151147486326455,0.334200955450367,0.92669910185007,1.87845574797977,1.39682381473113,2.52615681369768
2020-08-31,2020,36,177,0.44965368930131,0.147654780593823,0.160250319337416,0.739057059265204,1.5677691562353,1.17380466022452,2.09396010301459
2020-09-07,2020,37,178,0.465777948941512,0.145262608609878,0.181063236066151,0.750492661816873,1.59325317651229,1.19849096475092,2.11804323864391
2020-09-14,2020,38,179,0.497815362362246,0.146198777730324,0.211265758010811,0.784364966713681,1.64512334367236,1.23524058652554,2.19101513131812
2020-09-21,2020,39,180,0.544718759433776,0.143937934366193,0.262600408076037,0.826837110791514,1.7241234207371,1.30030702294044,2.28607668611382
2020-09-28,2020,40,181,0.619378840599568,0.146901139591648,0.331452606999938,0.907305074199198,1.85777370976765,1.39299012673275,2.47763648174514
2020-10-05,2020,41,182,0.66930805841614,0.154030043191831,0.367409173760152,0.971206943072128,1.95288557028913,1.44398864051474,2.64113023027937
2020-10-12,2020,42,183,0.726876024436228,0.169148619526906,0.395344730163492,1.05840731870896,2.06860822161462,1.48489599113715,2.88177757908458
2020-10-19,2020,43,184,0.71895121731918,0.180534217844576,0.36510415034381,1.07279828429455,2.05227968616065,1.44066404599154,2.92354898558521
2020-10-26,2020,44,185,0.713956745484312,0.19024331296759,0.341079852067836,1.08683363890079,2.04205518731057,1.40646554556038,2.96487134091901
2020-11-02,2020,45,186,0.673482073568352,0.206196436264391,0.269337058490146,1.07762708864656,1.96105397992341,1.30909630871791,2.93770037128883
2020-11-09,2020,46,187,0.568225703595895,0.213662032975556,0.149448118963806,0.987003288227984,1.76513240328271,1.16119322534146,2.68318169028448
2020-11-16,2020,47,188,0.456562317813121,0.213704390148061,0.0377017131229219,0.87542292250332,1.57863779138013,1.03842143918891,2.39989004687737
